180	406
402	512
231	608
438	656
262	660
277	681
439	705
34	760
734	785
495	804
627	839
287	924
167	936
149	983
458	1047
1036	1061
150	1084
874	1092
204	1109
1021	1128
576	1134
254	1170
813	1179
641	1184
1185	1201
995	1202
1104	1212
782	1228
275	1230
843	1231
110	1248
63	1262
561	1276
1264	1300
68	1329
158	1337
411	1347
190	1351
1005	1370
106	1385
1323	1410
1430	1431
57	1437
1113	1509
303	1524
861	1568
1563	1671
46	1672
965	1678
214	1684
438	1688
1349	1690
1307	1697
61	1728
1063	1745
551	1751
1512	1751
155	1765
792	1790
158	1797
117	1807
519	1816
999	1817
190	1818
41	1831
1705	1846
661	1848
369	1855
570	1863
1813	1868
1373	1879
1567	1885
154	1902
55	1906
919	1908
1215	1915
662	1924
1419	1949
1582	1956
1056	1957
145	1964
577	1968
441	1978
476	2014
1762	2014
1981	2018
1461	2038
1101	2049
1558	2074
1712	2098
1788	2100
1909	2110
1087	2140
2093	2150
882	2173
1215	2188
1133	2194
1116	2209
531	2212
1931	2218
827	2227
1783	2240
1476	2242
437	2243
1144	2253
2146	2262
201	2306
1839	2338
1437	2348
2189	2359
1943	2401
596	2414
2083	2415
1820	2417
1620	2430
1538	2436
2184	2436
1286	2444
746	2469
494	2490
699	2493
1132	2496
1445	2498
1117	2515
2511	2524
207	2529
1931	2538
1453	2547
1448	2551
1518	2562
2066	2585
1008	2596
1505	2603
518	2606
808	2607
1777	2617
2038	2617
282	2626
662	2631
1678	2632
2069	2635
1571	2663
1323	2677
1363	2688
45	2691
543	2698
1165	2710
1452	2710
281	2719
1424	2720
1702	2722
2573	2732
1975	2734
813	2747
1744	2747
2029	2759
1079	2764
1396	2767
233	2781
2702	2786
1895	2787
2560	2791
2784	2792
620	2794
1130	2794
1904	2806
1588	2814
2609	2816
2691	2826
1193	2830
1502	2834
1918	2844
1164	2849
1384	2851
2701	2851
729	2852
2331	2863
1455	2881
2190	2896
2032	2898
231	2903
471	2914
1116	2918
170	2925
730	2926
462	2928
2882	2943
1654	2953
197	2977
1852	2984
2404	2985
1824	2988
2706	2994
1064	2995
382	3004
63	3011
2633	3014
800	3017
2420	3023
2798	3024
99	3025
2524	3054
2940	3058
1064	3078
2714	3078
2646	3082
1227	3087
728	3091
1924	3095
2883	3100
1021	3101
1233	3133
2763	3134
325	3137
1371	3151
698	3152
2743	3153
2482	3155
626	3156
1744	3164
70	3168
493	3177
997	3178
14	3196
1553	3202
1906	3205
714	3208
2344	3225
648	3226
577	3235
2584	3246
2033	3248
3001	3254
585	3255
2576	3258
2126	3286
291	3305
2980	3321
3289	3323
2919	3326
513	3341
2963	3362
2387	3371
2464	3372
2172	3373
3096	3384
2106	3387
1195	3401
3337	3405
2570	3413
1666	3418
2892	3420
178	3421
1797	3421
2044	3421
1668	3440
2073	3448
3140	3455
2661	3459
2726	3463
857	3464
1650	3469
119	3471
2955	3472
2236	3485
312	3492
2102	3506
1533	3509
104	3515
436	3517
1707	3521
1108	3533
3084	3540
1909	3552
3292	3577
2952	3580
2089	3595
2834	3610
2328	3623
492	3627
2872	3637
2206	3641
2787	3651
3019	3658
3208	3658
386	3666
195	3667
1080	3670
2037	3671
1113	3672
1572	3676
2298	3680
883	3681
3412	3688
26	3703
1304	3713
562	3715
1431	3727
3397	3730
2610	3733
892	3736
63	3740
2391	3744
2368	3747
20	3748
2766	3752
1236	3753
2390	3757
1829	3766
2529	3772
255	3774
721	3777
2870	3782
1355	3788
9	3795
3136	3805
2824	3807
1462	3814
3656	3814
1932	3815
2542	3827
3687	3828
1233	3830
40	3837
997	3839
2264	3855
2621	3876
779	3879
2323	3879
154	3885
3058	3887
649	3892
1458	3896
1358	3902
545	3904
3769	3909
3725	3911
3754	3913
3804	3918
1030	3927
2067	3931
3125	3935
198	3946
1097	3955
1462	3955
981	3957
1551	3960
837	3962
2862	3964
2737	3969
1226	3976
3309	3978
2433	3998
757	3999
2042	4003
2820	4018
3427	4023
798	4033
3562	4036
1190	4037
3159	4039
3510	4044
382	4046
1756	4048
3715	4051
4033	4056
892	4069
2147	4071
3318	4072
1190	4073
3817	4091
3265	4095
2579	4100
811	4106
1145	4111
1474	4118
1193	4123
2593	4124
2076	4125
3622	4132
1224	4140
672	4164
3385	4172
1328	4178
789	4199
2619	4199
3048	4210
2093	4213
3659	4216
3623	4220
943	4235
669	4237
707	4267
3732	4268
2950	4269
3024	4270
4087	4271
2403	4274
2321	4279
919	4282
1389	4282
2701	4282
3870	4284
854	4287
3488	4299
2635	4306
888	4310
1813	4320
3828	4320
4082	4323
2021	4327
2903	4335
3171	4344
3714	4345
1055	4351
3293	4359
696	4360
3635	4364
3285	4373
118	4374
3368	4375
89	4376
1980	4385
2238	4386
2261	4387
1672	4388
3163	4390
757	4405
732	4406
4258	4419
3504	4424
2013	4425
1914	4440
1369	4441
919	4445
4132	4448
2793	4452
690	4456
2797	4471
2009	4473
997	4477
2982	4479
3609	4479
1155	4484
873	4485
556	4491
4077	4502
1226	4521
2786	4524
1584	4525
2077	4526
3043	4536
2556	4537
3188	4538
3340	4550
3513	4554
996	4558
772	4561
4430	4570
473	4580
2391	4581
444	4587
1813	4587
1955	4596
1140	4601
3045	4605
1376	4607
1102	4612
2132	4614
1280	4615
2747	4615
3118	4618
4361	4635
1335	4637
4158	4638
3475	4652
574	4653
2288	4661
1799	4665
2621	4671
730	4675
1199	4680
2422	4695
3436	4706
165	4707
277	4712
1761	4715
2320	4715
2402	4723
3837	4724
4450	4724
2992	4731
4277	4746
3408	4751
3186	4756
4448	4764
3140	4767
1283	4775
2629	4779
667	4783
2780	4790
3651	4793
246	4796
2717	4798
2130	4799
898	4814
97	4818
2874	4821
2348	4826
3157	4832
3424	4832
4659	4834
2546	4845
3314	4845
1049	4851
4818	4854
3838	4858
1947	4861
2359	4866
4245	4866
36	4868
2871	4870
3784	4877
4307	4877
2063	4893
3949	4898
2353	4902
2868	4903
4475	4908
3720	4910
2746	4917
3668	4923
2940	4924
1875	4926
3964	4927
4496	4928
1012	4930
1632	4932
4806	4933
2324	4940
4297	4942
1712	4948
832	4961
4457	4968
176	4969
1091	4972
3314	4972
4360	4975
4164	4978
4605	4983
2961	4986
1599	4990
2120	5000
2444	5000
4425	5000
2091	5002
3732	5002
2670	5006
2826	5011
1774	5014
1912	5015
4986	5023
4781	5027
138	5032
4428	5034
2044	5048
4008	5053
3390	5057
4705	5067
2611	5068
2063	5069
4459	5072
4244	5075
3969	5078
4338	5084
4767	5084
4955	5092
1909	5093
4389	5093
2158	5096
1503	5101
1225	5107
3017	5108
1662	5111
4303	5111
4756	5111
3604	5115
3392	5116
1374	5118
4641	5118
3946	5123
2370	5124
4817	5126
1033	5127
4269	5129
3837	5134
4611	5135
4676	5142
3370	5143
2721	5147
1326	5148
714	5150
4414	5151
3103	5152
719	5155
3511	5155
4019	5156
912	5162
1333	5163
1447	5163
3194	5164
19	5169
3587	5169
3470	5174
3062	5188
1909	5206
2338	5206
2604	5210
1354	5214
2459	5214
4237	5225
47	5231
613	5233
2633	5236
3653	5239
3171	5248
4020	5248
4472	5254
3365	5264
4749	5269
3399	5270
484	5272
2213	5280
1892	5281
3268	5284
926	5287
5252	5290
3049	5295
4893	5297
3146	5302
1550	5306
154	5309
2719	5312
1733	5313
3736	5313
816	5314
3015	5317
792	5329
672	5340
3291	5341
4840	5343
4618	5351
4360	5359
507	5366
3661	5367
3632	5368
1100	5372
5095	5376
1752	5379
4866	5381
5179	5389
1744	5393
5201	5398
793	5399
652	5402
3088	5402
4303	5402
5368	5406
2135	5413
4453	5416
4826	5416
96	5424
1489	5424
4472	5426
2076	5433
3694	5433
3139	5434
4038	5445
562	5451
1919	5456
2339	5457
5407	5457
2308	5467
4194	5470
1263	5473
5203	5479
1544	5481
2921	5486
5264	5487
4059	5492
1733	5495
48	5506
3085	5508
4141	5509
1554	5514
509	5515
3582	5515
609	5516
3460	5518
3074	5523
3624	5525
394	5541
3477	5550
4258	5551
4451	5551
4761	5551
2499	5557
2516	5558
4750	5558
899	5567
4530	5567
4507	5572
5426	5576
4404	5583
3141	5588
3451	5588
4937	5592
1986	5593
5589	5595
2119	5596
2642	5599
5040	5599
1329	5601
268	5604
5031	5605
686	5606
4336	5608
4619	5609
136	5612
4891	5615
1697	5618
362	5621
4648	5625
972	5629
4826	5629
5623	5629
2924	5630
5164	5632
3394	5634
1362	5635
4475	5636
5247	5639
5621	5645
4839	5646
5315	5649
2142	5651
4452	5651
4561	5651
1184	5654
4380	5655
3782	5661
1202	5663
4989	5669
1302	5670
3692	5670
4456	5671
4362	5672
2890	5680
2787	5687
1401	5689
3057	5691
2984	5694
982	5702
4085	5711
4637	5712
77	5715
3358	5720
1501	5729
2625	5732
4271	5732
4003	5733
5598	5736
3370	5737
3304	5738
5125	5739
4415	5741
5270	5744
1452	5751
2760	5752
3108	5755
3272	5759
4863	5763
2522	5764
4190	5764
3669	5765
4280	5768
5642	5773
3573	5775
5389	5776
5291	5777
5689	5782
5709	5784
814	5786
1591	5787
2100	5791
5352	5795
5366	5795
4484	5797
5033	5799
3278	5801
4694	5801
2297	5806
5285	5806
2032	5808
4239	5809
3170	5810
1981	5811
5694	5811
3761	5820
702	5821
3923	5824
4475	5824
4988	5828
5686	5829
459	5832
1093	5837
2118	5837
1517	5838
2536	5839
5421	5846
2319	5856
5851	5858
5742	5859
2456	5862
600	5864
5079	5867
5532	5869
5594	5872
2849	5876
3835	5876
937	5877
3331	5879
3755	5879
5292	5880
5713	5882
5493	5889
5770	5889
4838	5890
831	5891
1230	5894
580	5896
2713	5902
515	5905
5370	5906
4868	5913
5535	5916
424	5920
575	5924
3227	5926
4248	5926
1426	5929
5319	5937
2463	5938
3225	5938
2612	5940
5766	5943
3382	5944
1001	5947
4458	5948
4678	5948
3821	5956
2138	5958
3831	5960
4715	5960
3529	5964
38	5968
362	5968
4528	5969
2799	5971
718	5972
527	5974
2114	5977
526	5979
4967	5982
1932	5984
3365	5984
206	5987
5772	5993
2020	5994
2920	6001
35	6002
5055	6004
4898	6009
5008	6010
5987	6016
4154	6017
5269	6019
1551	6020
4345	6024
5488	6027
5744	6036
1282	6037
3435	6037
4300	6038
1812	6039
3404	6043
5422	6044
6013	6050
1892	6051
5984	6053
1578	6054
276	6058
2723	6059
4295	6062
5770	6069
5891	6069
917	6071
5524	6072
5673	6072
4580	6079
299	6084
5067	6090
2875	6091
403	6094
3061	6094
5705	6094
4027	6104
5131	6106
5280	6106
5780	6109
5751	6117
5481	6118
2725	6119
4812	6119
2845	6121
5834	6121
6109	6121
3446	6124
6094	6129
4805	6138
4139	6142
3590	6145
1627	6150
5298	6150
434	6156
4834	6158
4749	6161
505	6169
5180	6174
5624	6174
5525	6175
2939	6176
5176	6177
283	6183
4127	6183
4999	6183
4589	6186
2688	6187
4386	6189
4290	6191
132	6197
3781	6199
959	6201
4197	6204
5154	6215
6021	6219
5244	6222
5100	6223
2124	6230
2793	6233
2021	6235
3985	6240
4144	6242
1600	6243
5532	6243
4415	6244
4948	6247
3345	6252
5542	6252
4944	6254
5956	6259
2230	6260
2406	6261
3534	6277
3811	6277
2556	6280
679	6283
5627	6285
1160	6288
227	6289
2692	6290
1803	6292
3447	6293
5554	6296
4372	6301
5474	6304
2106	6305
3529	6306
5943	6307
5274	6309
4637	6312
2986	6313
820	6326
1949	6326
3192	6327
4018	6327
6079	6330
6023	6331
2681	6333
4393	6333
5014	6334
4195	6335
3034	6340
2640	6342
1121	6350
2838	6350
6120	6351
6257	6351
1325	6357
3415	6357
385	6358
170	6360
2400	6368
5623	6371
4303	6373
499	6374
2110	6383
4586	6384
1868	6388
1966	6393
4333	6404
1949	6419
4485	6422
2755	6424
4887	6427
6372	6428
2996	6431
3304	6432
2801	6435
4339	6437
5201	6439
4189	6441
4157	6443
4696	6444
5530	6444
297	6445
4367	6446
4361	6448
2406	6453
199	6455
19	6461
6291	6467
3878	6471
6113	6474
4174	6477
6102	6478
4385	6479
6207	6479
3439	6482
4865	6483
1586	6484
2694	6484
310	6494
2508	6494
4774	6495
4509	6501
6325	6501
3958	6504
3916	6506
301	6507
4274	6510
5819	6511
2019	6512
3865	6512
832	6513
257	6522
4657	6522
2393	6525
4059	6527
4616	6527
3635	6530
5275	6530
5809	6530
6170	6531
1759	6533
167	6536
4258	6537
3498	6539
3293	6540
5143	6544
4325	6545
5540	6545
5850	6546
5629	6548
4026	6549
5537	6555
3491	6557
6497	6557
2169	6560
3663	6565
5069	6569
6392	6569
431	6571
5034	6571
215	6572
5780	6573
6528	6575
646	6577
4428	6578
3516	6582
4234	6582
5080	6582
5522	6586
2579	6588
2002	6589
827	6592
5421	6592
2694	6593
519	6604
2659	6607
5958	6608
796	6610
5571	6611
6454	6612
1344	6613
580	6616
4556	6616
197	6617
5478	6618
5567	6618
4969	6622
3549	6631
1942	6632
3059	6634
5255	6635
1937	6642
1859	6643
6061	6647
6563	6647
6400	6654
1548	6657
6342	6661
6575	6662
4043	6663
3511	6668
1634	6670
1252	6671
3724	6671
3280	6672
6591	6675
478	6681
567	6681
5855	6687
4273	6689
2305	6690
1964	6692
3423	6692
3744	6695
3643	6698
6295	6698
2055	6699
2792	6702
4129	6705
6273	6708
5082	6715
5134	6718
6494	6719
5124	6720
397	6724
1324	6724
6266	6732
6197	6735
5078	6738
4014	6740
4833	6743
1222	6747
6019	6752
6114	6755
3200	6758
3883	6758
4719	6758
5359	6759
6402	6759
2645	6762
163	6765
6103	6766
2354	6767
479	6770
3608	6771
3271	6774
5407	6774
2616	6775
5222	6777
6273	6778
2779	6782
6139	6782
2872	6789
2533	6791
4231	6792
2574	6793
5468	6800
4825	6801
4107	6802
3340	6804
6135	6806
5574	6811
6292	6814
509	6817
2656	6817
5259	6819
877	6822
6234	6822
460	6823
1454	6823
4840	6823
6420	6825
5649	6828
4075	6829
5668	6829
1456	6832
6160	6835
4008	6837
2097	6838
1590	6841
2975	6841
5227	6847
3055	6848
1202	6859
2302	6860
1669	6861
6814	6863
4615	6865
3780	6868
3737	6872
3619	6875
4072	6885
1451	6886
1809	6888
4855	6889
5062	6891
704	6892
6876	6892
175	6897
6127	6899
6743	6899
5842	6901
6295	6902
6220	6906
3732	6908
6100	6908
2121	6911
4447	6913
4538	6913
1418	6915
1343	6917
5538	6917
902	6920
3124	6923
6242	6924
3091	6927
4642	6932
4436	6933
6008	6933
3150	6934
3123	6937
3977	6937
5747	6943
1826	6946
6054	6946
6142	6946
4709	6954
939	6957
2996	6959
2589	6961
5646	6961
495	6963
1975	6964
3327	6965
3433	6965
3503	6966
5831	6970
6434	6970
2545	6972
197	6975
3585	6975
3825	6975
41	6979
3667	6985
336	6986
6851	6986
4685	6990
2221	6992
3499	6996
4424	7000
4373	7004
4662	7004
2127	7005
6326	7007
6088	7008
2432	7009
6907	7011
4457	7012
5526	7012
6555	7012
6972	7012
5863	7017
3119	7023
1700	7024
3223	7024
1161	7025
5862	7026
1264	7027
3281	7027
4704	7028
4819	7034
5928	7034
4140	7037
5592	7037
743	7038
6961	7038
5768	7040
2177	7041
3545	7044
6637	7046
1130	7050
2143	7053
5939	7055
5080	7056
791	7058
6376	7060
6230	7062
4893	7064
5547	7064
894	7066
1840	7067
1215	7069
5060	7073
6407	7073
5220	7075
7029	7077
3991	7079
3989	7086
795	7087
1381	7096
2756	7099
1566	7100
6991	7101
5791	7109
3904	7112
5356	7112
3484	7118
4506	7120
6128	7122
3562	7123
6409	7123
2234	7127
2833	7128
5329	7136
1485	7139
3839	7145
6169	7147
7038	7150
4108	7152
1238	7153
4859	7153
6954	7153
3129	7154
6647	7155
4362	7157
6519	7159
3489	7161
6006	7162
6253	7164
1174	7166
2933	7168
7064	7168
5544	7169
4839	7170
5466	7170
6361	7170
6928	7170
6458	7173
6773	7173
2071	7174
4037	7176
5488	7179
6749	7181
2050	7184
3663	7185
6019	7190
6555	7191
1763	7192
6344	7193
3321	7195
4260	7196
2802	7197
5361	7198
6784	7205
6991	7208
6425	7211
2091	7212
5678	7215
1145	7217
5501	7218
6319	7222
55	7225
6697	7226
355	7227
3282	7228
5456	7229
6093	7231
6842	7231
